PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28994158","The myths of medication adherence","Gellad WF, Thorpe CT, Steiner JF, Voils CI.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1437-1441. doi: 10.1002/pds.4334. Epub 2017 Oct 10.","Gellad WF","Pharmacoepidemiol Drug Saf","2017","2017/10/11","","","10.1002/pds.4334"
"28984052","Patterns of long-term use of non-vitamin K antagonist oral anticoagulants for non-valvular atrial fibrillation: Quebec observational study","Douros A, Renoux C, Coulombe J, Suissa S.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1546-1554. doi: 10.1002/pds.4333. Epub 2017 Oct 6.","Douros A","Pharmacoepidemiol Drug Saf","2017","2017/10/07","","","10.1002/pds.4333"
"28984050","Comparison of the ability of double-robust estimators to correct bias in propensity score matching analysis. A Monte Carlo simulation study","Nguyen TL, Collins GS, Spence J, Devereaux PJ, Daurès JP, Landais P, Le Manach Y.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1513-1519. doi: 10.1002/pds.4325. Epub 2017 Oct 6.","Nguyen TL","Pharmacoepidemiol Drug Saf","2017","2017/10/07","","","10.1002/pds.4325"
"28984001","A review of the performance of different methods for propensity score matched subgroup analyses and a summary of their application in peer-reviewed research studies","Wang SV, He M, Jin Y, Wyss R, Shin H, Ma Y, Keeton S, Fireman B, Karami S, Major JM, Schneeweiss S, Gagne JJ.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1507-1512. doi: 10.1002/pds.4328. Epub 2017 Oct 6.","Wang SV","Pharmacoepidemiol Drug Saf","2017","2017/10/07","","","10.1002/pds.4328"
"28983992","Registries supporting new drug applications","Jonker CJ, van den Berg HM, Kwa MSG, Hoes AW, Mol PGM.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1451-1457. doi: 10.1002/pds.4332. Epub 2017 Oct 6.","Jonker CJ","Pharmacoepidemiol Drug Saf","2017","2017/10/07","PMC5725674","","10.1002/pds.4332"
"28971545","Patterns of opioid initiation at first visits for pain in United States primary care settings","Mundkur ML, Rough K, Huybrechts KF, Levin R, Gagne JJ, Desai RJ, Patorno E, Choudhry NK, Bateman BT.","Pharmacoepidemiol Drug Saf. 2018 May;27(5):495-503. doi: 10.1002/pds.4322. Epub 2017 Oct 2.","Mundkur ML","Pharmacoepidemiol Drug Saf","2018","2017/10/04","PMC5880749","NIHMS939470","10.1002/pds.4322"
"28967200","Statins and diabetes: is there any difference between the different statins?","Montastruc F, Benevent J, Rousseau V, Chebane L, Bondon-Guitton E, Durrieu G, Montastruc JL, Sommet A.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1296-1297. doi: 10.1002/pds.4296.","Montastruc F","Pharmacoepidemiol Drug Saf","2017","2017/10/03","","","10.1002/pds.4296"
"28952198","Thrombotic risk minimization for Diane-35 and generics","Bezemer ID, Smits E, Penning-van Beest FJA, Asiimwe A, Herings RMC.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1411-1417. doi: 10.1002/pds.4319. Epub 2017 Sep 26.","Bezemer ID","Pharmacoepidemiol Drug Saf","2017","2017/09/28","","","10.1002/pds.4319"
"28944519","A 15-year overview of increasing tramadol utilisation and associated mortality and the impact of tramadol classification in the United Kingdom","Chen TC, Chen LC, Knaggs RD.","Pharmacoepidemiol Drug Saf. 2018 May;27(5):487-494. doi: 10.1002/pds.4320. Epub 2017 Sep 24.","Chen TC","Pharmacoepidemiol Drug Saf","2018","2017/09/26","","","10.1002/pds.4320"
"28924994","Workshop on evaluation of pediatric long-term neurocognitive development and medical products","McMahon AW, Kapcala LP, Sheridan PH.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1428-1430. doi: 10.1002/pds.4306. Epub 2017 Sep 19.","McMahon AW","Pharmacoepidemiol Drug Saf","2017","2017/09/20","PMC5753999","NIHMS924641","10.1002/pds.4306"
"28924989","Media attention regarding sudden cardiac death associated with domperidone use does not affect in hospital ECG recording","Berger F, Saâïd S, van Gelder T, Stricker B, Becker M, van den Bemt P.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1418-1424. doi: 10.1002/pds.4321. Epub 2017 Sep 19.","Berger F","Pharmacoepidemiol Drug Saf","2017","2017/09/20","","","10.1002/pds.4321"
"28924986","Supplementing electronic health records through sample collection and patient diaries: A study set within a primary care research database","Joseph RM, Soames J, Wright M, Sultana K, van Staa TP, Dixon WG.","Pharmacoepidemiol Drug Saf. 2018 Feb;27(2):239-242. doi: 10.1002/pds.4323. Epub 2017 Sep 19.","Joseph RM","Pharmacoepidemiol Drug Saf","2018","2017/09/20","PMC5846885","","10.1002/pds.4323"
"28913966","Good practices for real-world data studies of treatment and/or comparative effectiveness: Recommendations from the joint ISPOR-ISPE Special Task Force on real-world evidence in health care decision making","Berger ML, Sox H, Willke RJ, Brixner DL, Eichler HG, Goettsch W, Madigan D, Makady A, Schneeweiss S, Tarricone R, Wang SV, Watkins J, Daniel Mullins C.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1033-1039. doi: 10.1002/pds.4297.","Berger ML","Pharmacoepidemiol Drug Saf","2017","2017/09/16","PMC5639372","","10.1002/pds.4297"
"28913965","Guidance to reinforce the credibility of health care database studies and ensure their appropriate impact","Bate A.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1013-1017. doi: 10.1002/pds.4305.","Bate A","Pharmacoepidemiol Drug Saf","2017","2017/09/16","","","10.1002/pds.4305"
"28913964","Post-marketing surveillance in Japan: Potential best way forward","Hiroi S, Kubota K, Mishiro I, Fernandez JL.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1138-1139. doi: 10.1002/pds.4290.","Hiroi S","Pharmacoepidemiol Drug Saf","2017","2017/09/16","","","10.1002/pds.4290"
"28913963","Reporting to Improve Reproducibility and Facilitate Validity Assessment for Healthcare Database Studies V1.0","Wang SV, Schneeweiss S, Berger ML, Brown J, de Vries F, Douglas I, Gagne JJ, Gini R, Klungel O, Mullins CD, Nguyen MD, Rassen JA, Smeeth L, Sturkenboom M; joint ISPE-ISPOR Special Task Force on Real World Evidence in Health Care Decision Making.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1018-1032. doi: 10.1002/pds.4295.","Wang SV","Pharmacoepidemiol Drug Saf","2017","2017/09/16","PMC5639362","","10.1002/pds.4295"
"28913962","Refining estimates of prescription durations by using observed covariates in pharmacoepidemiologic databases: Necessary refinements to stimulate alternative approaches","Meid AD, Haefeli WE.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1135-1137. doi: 10.1002/pds.4270.","Meid AD","Pharmacoepidemiol Drug Saf","2017","2017/09/16","","","10.1002/pds.4270"
"28905438","Research to support optimization of prescription drug monitoring programs","Doyle S, Leichtling G, Hildebran C, Reilly C.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1425-1427. doi: 10.1002/pds.4300. Epub 2017 Sep 14.","Doyle S","Pharmacoepidemiol Drug Saf","2017","2017/09/15","","","10.1002/pds.4300"
"28895247","The prevalence of pain and analgesia use in the Australian population: Findings from the 2011 to 2012 Australian National Health Survey","Miller A, Sanderson K, Bruno R, Breslin M, Neil AL.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1403-1410. doi: 10.1002/pds.4301. Epub 2017 Sep 12.","Miller A","Pharmacoepidemiol Drug Saf","2017","2017/09/13","","","10.1002/pds.4301"
"28879660","National trends in long-term use of prescription opioids","Mojtabai R.","Pharmacoepidemiol Drug Saf. 2018 May;27(5):526-534. doi: 10.1002/pds.4278. Epub 2017 Sep 6.","Mojtabai R","Pharmacoepidemiol Drug Saf","2018","2017/09/08","","","10.1002/pds.4278"
"28857419","Bisphosphonate use and the risk of breast cancer: a meta-analysis of observational studies","Ou YJ, Chiu HF, Wong YH, Yang CC, Yang YH.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1286-1295. doi: 10.1002/pds.4302. Epub 2017 Aug 31.","Ou YJ","Pharmacoepidemiol Drug Saf","2017","2017/09/01","","","10.1002/pds.4302"
"28857309","Impact of the black triangle label on prescribing of new drugs in the United Kingdom: lessons for the United States at a time of deregulation","Horton DB, Gerhard T, Davidow A, Strom BL.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1307-1313. doi: 10.1002/pds.4304. Epub 2017 Aug 31.","Horton DB","Pharmacoepidemiol Drug Saf","2017","2017/09/01","PMC5670006","NIHMS900626","10.1002/pds.4304"
"28856767","Risks of newly onset hemorrhagic stroke in patients with neovascular age-related macular degeneration","Lee WA, Cheng CL, Lee CH, Kao Yang YH, Lin SJ, Hsieh CY.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1277-1285. doi: 10.1002/pds.4299. Epub 2017 Aug 30.","Lee WA","Pharmacoepidemiol Drug Saf","2017","2017/09/01","","","10.1002/pds.4299"
"28856756","Validity of the days supply field in pharmacy administrative claims data for the identification of blister packaging of medications","Leong C, Sareen J, Leslie WD, Enns MW, Bolton J, Alessi-Severini S, Katz LY, Logsetty S, Snider C, Berry J, Prior HJ, Chateau D.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1540-1545. doi: 10.1002/pds.4288. Epub 2017 Aug 30.","Leong C","Pharmacoepidemiol Drug Saf","2017","2017/09/01","","","10.1002/pds.4288"
"28840629","Extent and risks of antidepressant off-label use in children and adolescents in Germany between 2004 and 2011","Schröder C, Dörks M, Kollhorst B, Blenk T, Dittmann RW, Garbe E, Riedel O.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1395-1402. doi: 10.1002/pds.4289. Epub 2017 Aug 24.","Schröder C","Pharmacoepidemiol Drug Saf","2017","2017/08/26","","","10.1002/pds.4289"
"28840621","Controlling confounding by frailty when estimating influenza vaccine effectiveness using predictors of dependency in activities of daily living","Zhang HT, McGrath LJ, Wyss R, Ellis AR, Stürmer T.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1500-1506. doi: 10.1002/pds.4298. Epub 2017 Aug 24.","Zhang HT","Pharmacoepidemiol Drug Saf","2017","2017/08/26","PMC5716904","NIHMS900625","10.1002/pds.4298"
"28833803","Important statistical considerations in the evaluation of post-market studies to assess whether opioids with abuse-deterrent properties result in reduced abuse in the community","By K, McAninch JK, Keeton SL, Secora A, Kornegay CJ, Hwang CS, Ly T, Levenson MS.","Pharmacoepidemiol Drug Saf. 2018 May;27(5):473-478. doi: 10.1002/pds.4287. Epub 2017 Aug 23.","By K","Pharmacoepidemiol Drug Saf","2018","2017/08/24","","","10.1002/pds.4287"
"28833745","Pharmacoepidemiology of testosterone: Curbing off-label prescribing","Handelsman DJ.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1248-1255. doi: 10.1002/pds.4284. Epub 2017 Aug 23.","Handelsman DJ","Pharmacoepidemiol Drug Saf","2017","2017/08/24","","","10.1002/pds.4284"
"28815982","Bridge the gap: The need for harmonized regulatory and ethical standards for postmarketing observational studies","Urushihara H, Parmenter L, Tashiro S, Matsui K, Dreyer N.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1299-1306. doi: 10.1002/pds.4269. Epub 2017 Aug 16.","Urushihara H","Pharmacoepidemiol Drug Saf","2017","2017/08/18","","","10.1002/pds.4269"
"28815803","Validity of cancer diagnosis in the National Health Insurance database compared with the linked National Cancer Registry in Taiwan","Kao WH, Hong JH, See LC, Yu HP, Hsu JT, Chou IJ, Chou WC, Chiou MJ, Wang CC, Kuo CF.","Pharmacoepidemiol Drug Saf. 2018 Oct;27(10):1060-1066. doi: 10.1002/pds.4267. Epub 2017 Aug 16.","Kao WH","Pharmacoepidemiol Drug Saf","2018","2017/08/18","","","10.1002/pds.4267"
"28815800","A method for data-driven exploration to pinpoint key features in medical data and facilitate expert review","Juhlin K, Star K, Norén GN.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1256-1265. doi: 10.1002/pds.4285. Epub 2017 Aug 16.","Juhlin K","Pharmacoepidemiol Drug Saf","2017","2017/08/18","PMC5656922","","10.1002/pds.4285"
"28815799","Characterization of opioid use in sickle cell disease","Han J, Zhou J, Saraf SL, Gordeuk VR, Calip GS.","Pharmacoepidemiol Drug Saf. 2018 May;27(5):479-486. doi: 10.1002/pds.4291. Epub 2017 Aug 16.","Han J","Pharmacoepidemiol Drug Saf","2018","2017/08/18","PMC5815963","NIHMS900624","10.1002/pds.4291"
"28815791","Risk of preeclampsia after gestational exposure to selective serotonin reuptake inhibitors and other antidepressants: A study from The Norwegian Mother and Child Cohort Study","Lupattelli A, Wood M, Lapane K, Spigset O, Nordeng H.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1266-1276. doi: 10.1002/pds.4286. Epub 2017 Aug 16.","Lupattelli A","Pharmacoepidemiol Drug Saf","2017","2017/08/18","PMC5659132","","10.1002/pds.4286"
"28812323","A comparison of methods for estimating the temporal change in a continuous variable: Example of HbA1c in patients with diabetes","Sheppard T, Tamblyn R, Abrahamowicz M, Lunt M, Sperrin M, Dixon WG.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1474-1482. doi: 10.1002/pds.4273. Epub 2017 Aug 15.","Sheppard T","Pharmacoepidemiol Drug Saf","2017","2017/08/17","PMC5724699","","10.1002/pds.4273"
"28809087","Spontaneous reporting of suspected narcolepsy after vaccination against pandemic influenza A (H1N1) in Germany","Oberle D, Pavel J, Keller-Stanislawski B.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1321-1327. doi: 10.1002/pds.4292. Epub 2017 Aug 14.","Oberle D","Pharmacoepidemiol Drug Saf","2017","2017/08/16","","","10.1002/pds.4292"
"28809079","Changes in the use of erythropoiesis-stimulating agents (ESAs) and red blood cell transfusion in patients with cancer amidst regulatory and reimbursement changes","Gawade PL, Berlin JA, Henry DH, Tomita D, Brooks BD, Franklin J, Bradbury BD, Critchlow CW.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1357-1366. doi: 10.1002/pds.4293. Epub 2017 Aug 14.","Gawade PL","Pharmacoepidemiol Drug Saf","2017","2017/08/16","","","10.1002/pds.4293"
"28799295","Application of the STOPP/START criteria to a medical record database","Nauta KJ, Groenhof F, Schuling J, Hugtenburg JG, van Hout HPJ, Haaijer-Ruskamp FM, Denig P.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1242-1247. doi: 10.1002/pds.4283. Epub 2017 Aug 11.","Nauta KJ","Pharmacoepidemiol Drug Saf","2017","2017/08/12","","","10.1002/pds.4283"
"28799226","Educational intervention on medication reviews aiming to reduce acute healthcare consumption in elderly patients with potentially inappropriate medicines-A pragmatic open-label cluster-randomized controlled trial in primary care","Schmidt-Mende K, Andersen M, Wettermark B, Hasselström J.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1347-1356. doi: 10.1002/pds.4263. Epub 2017 Aug 11.","Schmidt-Mende K","Pharmacoepidemiol Drug Saf","2017","2017/08/12","","","10.1002/pds.4263"
"28799214","Refill adherence and persistence to lipid-lowering medicines in patients with type 2 diabetes: A nation-wide register-based study","Karlsson SA, Hero C, Eliasson B, Franzén S, Svensson AM, Miftaraj M, Gudbjörnsdottir S, Eeg-Olofsson K, Andersson Sundell K.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1220-1232. doi: 10.1002/pds.4281. Epub 2017 Aug 11.","Karlsson SA","Pharmacoepidemiol Drug Saf","2017","2017/08/12","PMC5656892","","10.1002/pds.4281"
"28799196","Combining evidence from multiple electronic health care databases: performances of one-stage and two-stage meta-analysis in matched case-control studies","La Gamba F, Corrao G, Romio S, Sturkenboom M, Trifirò G, Schink T, de Ridder M.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1213-1219. doi: 10.1002/pds.4280. Epub 2017 Aug 11.","La Gamba F","Pharmacoepidemiol Drug Saf","2017","2017/08/12","","","10.1002/pds.4280"
"28787772","Erratum","","Pharmacoepidemiol Drug Saf. 2017 Aug;26(8):1011. doi: 10.1002/pds.4222.","","Pharmacoepidemiol Drug Saf","2017","2017/08/09","","","10.1002/pds.4222"
"28771942","Patterns of abuse and routes of administration for immediate-release hydrocodone combination products","Cassidy TA, Oyedele N, Mickle TC, Guenther S, Budman SH.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1071-1082. doi: 10.1002/pds.4249. Epub 2017 Aug 3.","Cassidy TA","Pharmacoepidemiol Drug Saf","2017","2017/08/04","PMC5637894","","10.1002/pds.4249"
"28771933","Impact of clinical evidence communications and drug regulation changes concerning rosiglitazone on prescribing patterns of antidiabetic therapies","Noh Y, Kang DR, Kim DJ, Lee KJ, Lee S, Shin S.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1338-1346. doi: 10.1002/pds.4262. Epub 2017 Aug 3.","Noh Y","Pharmacoepidemiol Drug Saf","2017","2017/08/04","","","10.1002/pds.4262"
"28771890","Metamizole use during first trimester-A prospective observational cohort study on pregnancy outcome","Dathe K, Padberg S, Hultzsch S, Meixner K, Tissen-Diabaté T, Meister R, Beck E, Schaefer C.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1197-1204. doi: 10.1002/pds.4277. Epub 2017 Aug 3.","Dathe K","Pharmacoepidemiol Drug Saf","2017","2017/08/04","","","10.1002/pds.4277"
"28771878","National trends in use and costs of oral anticancer drugs in France: An 8-year population-based study","Bosco-Lévy P, de Boissieu P, Gouverneur A, Noize P, Molimard M, Fourrier-Réglat A, Bezin J.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1233-1241. doi: 10.1002/pds.4282. Epub 2017 Aug 3.","Bosco-Lévy P","Pharmacoepidemiol Drug Saf","2017","2017/08/04","","","10.1002/pds.4282"
"28758289","Changes in misuse and abuse of prescription opioids following implementation of Extended-Release and Long-Acting Opioid Analgesic Risk Evaluation and Mitigation Strategy","Bucher Bartelson B, Le Lait MC, Green JL, Cepeda MS, Coplan PM, Maziere JY, Wedin GP, Dart RC.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1061-1070. doi: 10.1002/pds.4257. Epub 2017 Jul 31.","Bucher Bartelson B","Pharmacoepidemiol Drug Saf","2017","2017/08/01","","","10.1002/pds.4257"
"28758284","New oral anticoagulant prescription rate and risk of bleeding in an Italian region","Valent F.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1205-1212. doi: 10.1002/pds.4279. Epub 2017 Jul 31.","Valent F","Pharmacoepidemiol Drug Saf","2017","2017/08/01","","","10.1002/pds.4279"
"28758274","Pregnancy and infant outcomes including major congenital malformations among women with chronic inflammatory arthritis or psoriasis, with and without etanercept use","Carman WJ, Accortt NA, Anthony MS, Iles J, Enger C.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1109-1118. doi: 10.1002/pds.4261. Epub 2017 Jul 31.","Carman WJ","Pharmacoepidemiol Drug Saf","2017","2017/08/01","","","10.1002/pds.4261"
"28758270","Prescription drug use during pregnancy in France: a study from the national health insurance permanent sample","Demailly R, Escolano S, Quantin C, Tubert-Bitter P, Ahmed I.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1126-1134. doi: 10.1002/pds.4265. Epub 2017 Jul 30.","Demailly R","Pharmacoepidemiol Drug Saf","2017","2017/08/01","","","10.1002/pds.4265"
"28752672","Risk factors for stomatitis in patients with lymphangioleiomyomatosis during treatment with sirolimus: A multicenter investigator-initiated prospective study","Kitamura N, Seyama K, Inoue Y, Nagai K, Suzuki M, Moriyama H, Takada T, Tazawa R, Hirai T, Mishima M, Hayashida M, Hirose M, Arai T, Sugimoto C, Hattori N, Watanabe K, Tamada T, Akazawa K, Tanaka T, Nakata K.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1182-1189. doi: 10.1002/pds.4259. Epub 2017 Jul 28.","Kitamura N","Pharmacoepidemiol Drug Saf","2017","2017/07/29","","","10.1002/pds.4259"
"28752670","Use of direct oral anticoagulants in patients with atrial fibrillation in Scotland: Applying a coherent framework to drug utilisation studies","Mueller T, Alvarez-Madrazo S, Robertson C, Bennie M.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1378-1386. doi: 10.1002/pds.4272. Epub 2017 Jul 28.","Mueller T","Pharmacoepidemiol Drug Saf","2017","2017/07/29","PMC5697642","","10.1002/pds.4272"
"28752620","Population-based incidence of diabetic ketoacidosis in type 2 diabetes: medical claims data analysis in Japan","Takeuchi M, Kawamura T, Sato I, Kawakami K.","Pharmacoepidemiol Drug Saf. 2018 Jan;27(1):123-126. doi: 10.1002/pds.4271. Epub 2017 Jul 28.","Takeuchi M","Pharmacoepidemiol Drug Saf","2018","2017/07/29","","","10.1002/pds.4271"
"28752560","Adherence with direct oral anticoagulants in nonvalvular atrial fibrillation new users and associated factors: a French nationwide cohort study","Maura G, Pariente A, Alla F, Billionnet C.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1367-1377. doi: 10.1002/pds.4268. Epub 2017 Jul 28.","Maura G","Pharmacoepidemiol Drug Saf","2017","2017/07/29","PMC5697683","","10.1002/pds.4268"
"28745019","Identifying cancer drug regimens in French health insurance database: An application in multiple myeloma patients","Palmaro A, Gauthier M, Despas F, Lapeyre-Mestre M.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1492-1499. doi: 10.1002/pds.4266. Epub 2017 Jul 25.","Palmaro A","Pharmacoepidemiol Drug Saf","2017","2017/07/27","","","10.1002/pds.4266"
"28744981","The concordance between self-reported medication use and pharmacy records in pregnant women","Cheung K, El Marroun H, Elfrink ME, Jaddoe VWV, Visser LE, Stricker BHC.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1119-1125. doi: 10.1002/pds.4264. Epub 2017 Jul 25.","Cheung K","Pharmacoepidemiol Drug Saf","2017","2017/07/27","","","10.1002/pds.4264"
"28722244","Risk of liver decompensation with cumulative use of mitochondrial toxic nucleoside analogues in HIV/hepatitis C virus coinfection","Lo Re V Rd, Zeldow B, Kallan MJ, Tate JP, Carbonari DM, Hennessy S, Kostman JR, Lim JK, Goetz MB, Gross R, Justice AC, Roy JA.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1172-1181. doi: 10.1002/pds.4258. Epub 2017 Jul 19.","Lo Re V Rd","Pharmacoepidemiol Drug Saf","2017","2017/07/20","PMC5624832","NIHMS900366","10.1002/pds.4258"
"28722235","Analysis of safety-related regulatory actions by Japan's pharmaceutical regulatory agency","Ishiguro C, Misu T, Iwasa E, Izawa T.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1314-1320. doi: 10.1002/pds.4252. Epub 2017 Jul 19.","Ishiguro C","Pharmacoepidemiol Drug Saf","2017","2017/07/20","","","10.1002/pds.4252"
"28722211","Using prescription monitoring program data to characterize out-of-pocket payments for opioid prescriptions in a state Medicaid program","Hartung DM, Ahmed SM, Middleton L, Van Otterloo J, Zhang K, Keast S, Kim H, Johnston K, Deyo RA.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1053-1060. doi: 10.1002/pds.4254. Epub 2017 Jul 19.","Hartung DM","Pharmacoepidemiol Drug Saf","2017","2017/07/20","PMC9926937","NIHMS1857684","10.1002/pds.4254"
"28722207","Antihypertensive drug associated angioedema: effect modification by race/ethnicity","Reichman ME, Wernecke M, Graham DJ, Liao J, Yap J, Chillarige Y, Southworth MR, Keeton S, Goulding MR, Mott K, Kelman JA.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1190-1196. doi: 10.1002/pds.4260. Epub 2017 Jul 19.","Reichman ME","Pharmacoepidemiol Drug Saf","2017","2017/07/20","","","10.1002/pds.4260"
"28696023","MCDA swing weighting and discrete choice experiments for elicitation of patient benefit-risk preferences: a critical assessment","Tervonen T, Gelhorn H, Sri Bhashyam S, Poon JL, Gries KS, Rentz A, Marsh K.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1483-1491. doi: 10.1002/pds.4255. Epub 2017 Jul 11.","Tervonen T","Pharmacoepidemiol Drug Saf","2017","2017/07/12","","","10.1002/pds.4255"
"28691404","'Delisting' OxyContin® to reduce prescription opioid-related harms in Ontario (Canada)-gauging effects 5 years later","Fischer B, Vojtila L, Kurdyak P.","Pharmacoepidemiol Drug Saf. 2017 Sep;26(9):1040-1043. doi: 10.1002/pds.4253. Epub 2017 Jul 9.","Fischer B","Pharmacoepidemiol Drug Saf","2017","2017/07/11","","","10.1002/pds.4253"
"28691251","Postmarketing withdrawal of human medicinal products because of adverse reactions in animals: a systematic review and analysis","Onakpoya IJ, Heneghan CJ, Aronson JK.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1328-1337. doi: 10.1002/pds.4256. Epub 2017 Jul 9.","Onakpoya IJ","Pharmacoepidemiol Drug Saf","2017","2017/07/11","","","10.1002/pds.4256"
"28691203","Previously undiagnosed risk factors and medication nonadherence are prevalent in young adults with first-ever stroke","Sung SF, Lai EC, Wu DP, Hsieh CY.","Pharmacoepidemiol Drug Saf. 2017 Dec;26(12):1458-1464. doi: 10.1002/pds.4250. Epub 2017 Jul 10.","Sung SF","Pharmacoepidemiol Drug Saf","2017","2017/07/11","","","10.1002/pds.4250"
"28671317","Response to ""use of domperidone and risk of ventricular arrhythmia in the postpartum period: Getting to the heart of the matter""","Smolina K, Morgan S, Mintzes B, Hanley G, Oberlander T.","Pharmacoepidemiol Drug Saf. 2017 Jul;26(7):865-866. doi: 10.1002/pds.4229.","Smolina K","Pharmacoepidemiol Drug Saf","2017","2017/07/04","","","10.1002/pds.4229"
"28671316","Use of domperidone and risk of ventricular arrhythmia in the postpartum period: getting to the heart of the matter","Grzeskowiak LE, Smithers LG.","Pharmacoepidemiol Drug Saf. 2017 Jul;26(7):863-864. doi: 10.1002/pds.4133.","Grzeskowiak LE","Pharmacoepidemiol Drug Saf","2017","2017/07/04","","","10.1002/pds.4133"
"28665012","Prescribing trends and indications of antipsychotic medication in Hong Kong from 2004 to 2014: General and vulnerable patient groups","Lao KSJ, Tam AWY, Wong ICK, Besag FMC, Man KKC, Chui CSL, Chan EW.","Pharmacoepidemiol Drug Saf. 2017 Nov;26(11):1387-1394. doi: 10.1002/pds.4244. Epub 2017 Jun 30.","Lao KSJ","Pharmacoepidemiol Drug Saf","2017","2017/07/01","","","10.1002/pds.4244"
"28657162","CodeMapper: semiautomatic coding of case definitions. A contribution from the ADVANCE project","Becker BFH, Avillach P, Romio S, van Mulligen EM, Weibel D, Sturkenboom MCJM, Kors JA; ADVANCE consortium.","Pharmacoepidemiol Drug Saf. 2017 Aug;26(8):998-1005. doi: 10.1002/pds.4245. Epub 2017 Jun 28.","Becker BFH","Pharmacoepidemiol Drug Saf","2017","2017/06/29","PMC5575526","","10.1002/pds.4245"
"28653802","Safety profile of H1-antihistamines in pediatrics: an analysis based on data from VigiBase","Motola D, Donati M, Biagi C, Calamelli E, Cipriani F, Melis M, Monaco L, Vaccheri A, Ricci G.","Pharmacoepidemiol Drug Saf. 2017 Oct;26(10):1164-1171. doi: 10.1002/pds.4246. Epub 2017 Jun 27.","Motola D","Pharmacoepidemiol Drug Saf","2017","2017/06/28","","","10.1002/pds.4246"
"28653790","vigiRank for statistical signal detection in pharmacovigilance: First results from prospective real-world use","Caster O, Sandberg L, Bergvall T, Watson S, Norén GN.","Pharmacoepidemiol Drug Saf. 2017 Aug;26(8):1006-1010. doi: 10.1002/pds.4247. Epub 2017 Jun 27.","Caster O","Pharmacoepidemiol Drug Saf","2017","2017/06/28","PMC5575476","","10.1002/pds.4247"
