"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","YEAR","TITLE","JOURNAL","DOI","ABSTRACT","PMID"
"1079","Anna","YES","Castellsague J;Perez-Gutthann S;Calingaert B;Bui C;Varas-Lorenzo C;Arana A;Prados-Torres A;Poblador-Plou B;Gonzalez-Rubio F;Giner-Soriano M;Roso-Llorach A;Linder M;Citarella A;Scholle O;Blenk T;Garbe E","2017","Characterization of new users of cilostazol in the uk, spain, sweden, and germany.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4167","To describe the characteristics of new users of cilostazol in europe with the aim to support the evaluation of its benefit/risk as used in regular clinical practice before the implementation of labeling changes recommended by the european medicines agency. New users of cilostazol were identified in populations enrolled in five european health automated databases in the uk (the health improvement network [thin]), spain (epichron cohort and information system for the improvement of research in primary care [sidiap]), sweden (national registers), and germany (german pharmacoepidemiological research database [gepard]) between 2002 and 2012. New users were characterized according to the prevalence of cardiovascular disease and other comorbidities, concurrent use of interacting medications, new contraindications, duration of use, and potential off-label prescribing. We identified 22 593 new users of cilostazol. The median age was between 68.0 (thin) and 73.7 (sweden) years. More than 78% of users had concomitant cardiovascular disease, and between 78.8% (gepard) and 91.6% (thin) were treated with interacting medications. Prevalence of new cardiovascular contraindications ranged from 1.5% (thin) to 11.6% (gepard), and concurrent use of two or more antiplatelet drugs ranged from 6.3% (sidiap) to 13.5% (epichron cohort). Between 39.4% (sweden) and 52.9% (thin) of users discontinued cilostazol in the first 3 months. Between 41.0% (sidiap) and 93.4% (thin) were considered to have received cilostazol according to the european medicines agency labeling. In this collaborative european study, most cilostazol users were elderly patients with a high prevalence of cardiovascular diseases and other comorbidity and concurrent use of interacting drugs, indicating that this is a vulnerable population at high risk of complications, especially cardiovascular events. © 2017 the authors. Pharmacoepidemiology and drug safety published by john wiley & sons ltd.","28133890"
"1080","Anna","YES","Bezin J;Groenwold Rh;Ali Ms;Lassalle R;Robinson P;De Boer A;Moore N;Klungel Oh;Pariente A","2017","Comparative effectiveness of recommended versus less intensive drug combinations in secondary prevention of acute coronary syndrome.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4171","The secondary prevention treatment for acute coronary syndrome (acs) is based on the combined use of drugs from four therapeutic classes (beta-blockers, antiplatelet agents, statins, and angiotensin-converting enzyme inhibitors or angiotensin receptor blockers). The objective of this study was to compare the long-term effectiveness of the recommended therapeutic combination with those of incomplete combinations in secondary prevention of acs. This cohort study used data from a representative sample of the french national healthcare insurance system database. Patients hospitalised for an incident acs between 2006 and 2011 and aged ≥20 years at the time of acs were included in the study. Effectiveness in preventing the composite outcome acs, transient ischemic attack, ischemic stroke or all-cause-death was estimated using time-fixed and time-dependent cox proportional hazards models with different definitions of exposure (at inclusion or determined daily during follow-up) and adjustment for patient characteristics, co-morbidities and co-medications. Of the 2874 patients included in the study, 33.9% were women; median age was 67 years (interquartile range: 56-77). The median duration of follow-up was 3.6 years (interquartile range: 2.2-5.3). Compared with the use of recommended combination, use of combination with three classes increased the risk of the composite outcome from 1.25 (95% confidence interval (95%ci), [1.07-1.47]) in the time-fixed model and from 1.40 (95%ci, [1.15-1.70]) or 1.42 (95%ci, [1.13-1.79]) in the time-dependent models. After acs, the use of incomplete drugs combinations compared with the recommended four drugs combination was associated with a higher risk of cardiovascular morbidity and all-cause mortality. Copyright © 2017 john wiley & sons, ltd.","28124399"
"1082","Anna","YES","Camplain R;Kucharska-Newton A;Cuthbertson Cc;Wright Jd;Alonso A;Heiss G","2017","Misclassification of incident hospitalized and outpatient heart failure in administrative claims data: the atherosclerosis risk in communities (aric) study.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4162","The aim of this study was to quantify the influence of the length of the look-back period on misclassification of heart failure (hf) incidence in medicare claims available for participants of a population-based cohort. Atherosclerosis risk in communities participants with ≥3 years of continuous fee-for-service medicare enrollment from 2000 to 2012 was assigned an index date 36 months after enrollment separating the time-in-observation period into the look-back and the incidence periods. Incident hf events were identified using icd-9-cm code algorithms as the first observed hospitalization claim or the second of two hf outpatient claims occurring within 12 months. Using 36 months as a referent, the look-back period was reduced by 6-month increments. For each look-back period, we calculated the incidence rate, percent of prevalent hf events misclassified as incident, and loss in sample size. We identified 9568 atherosclerosis risk in communities participants at risk for hf. For hospitalized and outpatient hf, the number of events misclassified as incident increased, and the total number of incident events decreased with increased length of the look-back period. The incident rate (per 1000 person years) decreased with increased length of the look-back period from 6 to 36 months and had a greater impact on outpatient hf; for example, from 11.2 to 10.6 for icd-9-cm 428.xx hospitalization in the primary position and 10.5 to 7.9 for outpatient hf. Our estimates can be used to optimize trade-offs between the degree of misclassification and number of events in the estimation of incident hf from administrative claims data, as pertinent to different study questions. Copyright © 2017 john wiley & sons, ltd.","28120359"
"1084","Anna","YES","Tran Yh;Groen H;Bergman Je;Hak E;Wilffert B","2017","Exposure to reactive intermediate-inducing drugs during pregnancy and the incident use of psychotropic medications among children.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4161","Our study aimed to investigate the association between prenatal exposure to reactive intermediate (ri)-inducing drugs and the initiation of psychotropic medications among children. We designed a cohort study using a pharmacy prescription database. Pregnant women were considered exposed when they received a prescription of ri-inducing drugs. These drugs could be either used alone (ri+/faa-) or combined with drugs exhibiting folic acid antagonism (faa, ri+/faa+). The reference group included pregnant women who did not receive any ri-inducing drugs or faa drugs. We analyzed 4116 exposed and 30 422 reference pregnancies. The hazard ratio (hr) with 95% confidence interval (ci) was 1.27 (95%ci 1.15-1.41) for pregnancies exposed to ri-inducing drugs as a whole. Considering subgroups of ri-inducing drugs, prenatal exposure to both ri+/faa+ and ri+/faa- was associated with the children's initiation of psychotropic medications, hrs being 1.35 (95%ci 1.10-1.66) and 1.26 (1.13-1.41), respectively. The hrs were increased with prolonged exposure to ri-inducing drugs, especially in the first and second trimesters. In a detailed examination of the psychotropics, the incidences of receiving antimigraine preparations and psychostimulants were significantly increased for the exposed children, compared with the reference children. The incidences of receiving antipsychotics and hypnotics were also higher for the exposed children; however, the hrs did not reach significance after adjustment. We found a significantly increased incident use of psychotropic medications among children prenatally exposed to ri-inducing drugs, especially during the first and second trimesters. This suggests a detrimental effect during critical periods of brain development. Copyright © 2017 john wiley & sons, ltd.","28097730"
"1086","Anna","YES","Sieluk J;Palasik B;Dosreis S;Doshi P","2017","Adhd medications and cardiovascular adverse events in children and adolescents: cross-national comparison of risk communication in drug labeling.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4164","Regulators approve written medical information for healthcare professionals and consumers, but the consistency of these sources has not been studied. We investigated the consistency of information regarding four cardiovascular risks of attention-deficit/hyperactivity disorder (adhd) medications approved in four countries. Professional and consumer product labeling for five adhd medications approved in australia, canada, the uk, and the usa were obtained in march/april 2016. Language describing the relationship between medication and elevated blood pressure and/or heart rate, myocardial infarction, stroke, and sudden death was extracted verbatim and classified into one of four categories based on the described relationship between medication and adverse event: ""confirmed,"" ""unconfirmed,"" ""mixed,"" and ""not mentioned."" we judged the consistency of messages delivered to healthcare professionals and consumers as either ""consistent"" or ""inconsistent."" we obtained 20 healthcare professional labels and 20 corresponding consumer labels for the five adhd medications registered in all four countries. Not all professional and consumer labeling contained language regarding all four adverse events. Of the 80 theoretically evaluable drug-risk pairs, 38 (48%) were not evaluable because of absence of mention of the adverse event in the consumer label. For the remaining 42, the potential causal relationship was expressed consistently in professional and consumer labeling in 25 (60%) cases. The cardiovascular risk profile was not described consistently across all four countries for any of the five drugs. Product labeling provides healthcare professionals and consumers with inconsistent messages regarding the potential causal relationship between stimulant use and specific cardiovascular risks in children and adolescents. Copyright © 2017 john wiley & sons, ltd.","28083936"
"1087","Anna","YES","Lee Hy;Ban Gy;Jeong Cg;Lee Jh;Park Sh;Kim Sh;Lee Yh;Ye Ym","2017","Propacetamol poses a potential harm of adverse hypotension in male and older patients.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4159","Researchers recently suggested intravenous paracetamol as a potential cause of hypotension. We aimed to investigate risk factors of paracetamol- and propacetamol-associated adverse drug reactions (adrs) in korean individuals. All adverse hypotension cases, regardless of suspected drug, and all adrs associated with paracetamol and propacetamol use were collected from the korea adverse event reporting system database between 2011 and 2014. The seriousness, causality, and type of adr were classified. Of 4,771 cases of adverse hypotension, 403 (8.4%) were reported to be related to propacetamol. This was comparable to the rate of hypotension associated with fentanyl (454, 9.5%), the major suspected drug of hypotension. Paracetamol-associated hypotension accounted for merely 1.2% (55 cases) of all hypotension cases. Among adrs associated with propacetamol use, hypotension was the most common (37.1%), whereas cutaneous reactions were the primary paracetamol-associated adr. Propacetamol/paracetamol-associated hypotension was frequently recorded in older patients (≥54 years) (53.9 ± 25.8 vs. 42.8 ± 21.7, p < 0.001) and taking more concomitant drugs (1.9 ± 5.0 vs. 1.1 ± 3.2, p < 0.001). Also, compared with other adrs associated by propacetamol/paracetamol, hypotension was more commonly assessed as a serious outcome (27.3% vs. 11.4%, p < 0.001). Regarding concomitant medications, the risk for hypotension associated with propacetamol was significantly increased in patients simultaneously taking antibacterials (j01), cold preparations (r05), drugs for acid related disorders (a02), blood substitutes (b05), or antithrombotics (b01). Propacetamol was found to be a major suspected drug of pharmacologically associated hypotension in korea. Older and male patients taking medications in combination with propacetamol/paracetamol should undergo monitoring of their blood pressure. Copyright © 2017 john wiley & sons, ltd.","28083935"
"1088","Anna","YES","Sing Cw;Wong Ic;Cheung Bm;Chan Jc;Chu Jk;Cheung Cl","2017","Incidence and risk estimate of drug-induced agranulocytosis in hong kong chinese. A population-based case-control study.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4156","Drug-induced agranulocytosis is a rare but life-threatening adverse drug reaction. Its epidemiology in chinese is largely unknown. This study aimed to estimate the incidence, mortality, and risk of the drugs associated with agranulocytosis in hong kong chinese. A population-based case-control study was conducted using the clinical data analysis and reporting system, a database managed by the hong kong hospital authority. Patients with drug-induced agranulocytosis from 1 january 2004 to 31 december 2013 were identified. World health organization causality assessment was used to evaluate the possible drug aetiology of each case. Odd ratios (ors) of the drug exposure were calculated using exact conditional logistic regression. A total of 155 cases of drug-induced agranulocytosis were identified. Mean age was 51.4 years, and 95 cases were female. Incidence rate was estimated to be 2.2 cases per million person-years, and the all-cause mortality of patients with drug-induced agranulocytosis was 3.9%. Among the cases, the most common associated drug groups were antithyroid drugs (41.9%), antimicrobials (20%), anticonvulsants (10.3%), and antipsychotics (6.5%). Carbimazole had the highest risk of agranulocytosis (adjusted or 416.7, 95% confidence interval (ci) 51.5-3372.9) with an incidence of 9.2 (95%ci 6.9-12.1) per 10 000 users and 3.6 (95%ci 2.7-4.8) per 10 000 user-years. Other drugs with significant risk included cephalosporins, clozapine, penicillins, phenytoin, and propyl thiouracil. The incidence and mortality in hong kong chinese were relatively low compared to caucasians. Antithyroid drugs were the most common implicated drug class, and carbimazole had the highest risk of agranulocytosis. Copyright © 2017 john wiley & sons, ltd.","28083886"
"1092","Anna","NO","Hampp C;Pippins J","2017","Pioglitazone and bladder cancer: fda's assessment.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4154","Na","28067434"
"1099","Anna","YES","Secora A;Trinidad Jp;Zhang R;Gill R;Dal Pan G","2017","Drug availability adjustments in population-based studies of prescription opioid abuse.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4139","Population-based prescription opioid abuse studies in which one drug is compared to another, or drugs are compared across time, often account for the availability of those drugs in the community. The objective of this investigation is to assess consistency in the relative abuse ratios (rars) across different approaches for adjusting for drug availability. For the years 2004 through 2010, rars for each of four prescription opioids (hydrocodone, oxycodone, hydromorphone, and morphine) were calculated using negative binomial regression. Measures of abuse (outcome) were misuse/abuse-related emergency department visits obtained from the drug abuse warning network. Measures of drug availability (offsets) were drug utilization estimates obtained from ims health. Separate regression models were run using each of five measures of drug utilization: unique patients (urdd), prescriptions dispensed (rx), tablets dispensed (td), kilograms (kgs) sold, and morphine-equivalents (mes) of kilograms sold. These results were compared for consistency. Aside from oxycodone-combination products, across molecules, rars adjusted by rxs, tds, and urdds were generally similar to each other while rars adjusted by kgs and mes were different. For example, compared to hydrocodone, oxycodone had statistically significantly increased rars of 3.6 (95%ci: 2.0-6.5), 3.5 (95%ci: 1.9-6.4), and 2.7 (95%ci: 1.5-5.0) when adjusted by urdds, rxs, and tds, respectively, but not when adjusted by kgs or mes. Different drug utilization adjustment approaches may yield inconsistent rar estimates in population-based prescription opioid abuse analyses. Published 2016. This article is a u.s. Government work and is in the public domain in the usa.","28000295"
"1101","Anna","YES","Halvorsen Kh;Selbaek G;Ruths S","2017","Trends in potentially inappropriate medication prescribing to nursing home patients: comparison of three cross-sectional studies.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4142","The aim of this study was to examine trends in potentially inappropriate medication (pim) prescribing in norwegian nursing homes. Patients aged ≥70 years were included from three cross-sectional studies conducted in 1997, 2005 and 2011. Pims were analyzed according to the norwegian general practice-nursing home criteria (norgep-nh), use of single substances to avoid, combinations to avoid, and deprescribing items. Associations between sample and use of pims were examined by logistic regression, adjusted for age, gender, and ward. We established pearsons r for correlations between numbers of drugs and pims. Altogether, 4373 patients (mean age 85.7 years, 73.5% women) were included. The mean overall number of drugs per patient increased from 4.7 in 1997 to 6.9 in 2011 (p < 0.001). Use of any single substances to avoid increased from 36.8% in 1997 to 39.5% in 2011 (p = 0.002), use of any combinations to avoid from 16.3% to 27.0% (p < 0.001), and use of any deprescribing items from 46.0% to 55.3% (p < 0.001). Use of codeine-analgesics, nonsteroidal anti-inflammatory drugs, tricyclic antidepressants, long-acting benzodiazepines, and first generation antihistamines decreased significantly, while use of short-acting benzodiazepines, z-hypnotics, statins, and anti-dementia drugs increased significantly. A moderate strong correlation was detected between number of drugs and the three above-mentioned pim categories, r = 0.34, r = 0.43, r = 0.37, respectively (all p < 0.001). Although several pims were less commonly prescribed in recent years, increased overall use of pims may suggests worsening of prescribing quality for nursing home patients in norway. Copyright © 2016 john wiley & sons, ltd.","27935150"
"1102","Anna","YES","González-Pérez A;Sáez Me;Johansson S;Nagy P;García Rodríguez La","2017","Mortality in patients who discontinue low-dose acetylsalicylic acid therapy after upper gastrointestinal bleeding.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4140","Discontinuing low-dose acetylsalicylic acid (asa) therapy after upper gastrointestinal bleeding (ugib) may increase the risk of cardiovascular-related death. Our aim was to compare mortality in uk primary care patients who discontinue asa after ugib with that in patients who continue therapy. Asa users at the time of ugib and who were alive 30 days after were selected using the health improvement network. Predictors of survival were assessed using adjusted cox proportional hazards regression models. Of 547 asa users, half did not re-initiate asa during a mean follow-up of 4.1 years. Increasing age (a 10% increased risk for each yearly increase in age; hazard ratio [hr]: 1.10; 95% confidence interval [ci]: 1.07-1.14), female sex (hr: 1.61; 95%ci: 1.09-2.38), current smoking (hr: 2.11; 95%ci: 1.23-3.63), heavy alcohol use (hr: 3.31; 95%ci: 1.50-7.31), diabetes mellitus (hr: 1.93; 95%ci: 1.25-3.00), and chronic obstructive pulmonary disease (hr: 1.75; 95%ci: 1.03-2.99) were significantly associated with increased mortality. Most deaths (115/139) occurred in patients taking asa for secondary prevention. In these patients, mortality tended to be lower among asa continuer periods (hr: 0.74; 95%ci: 0.34-1.62) and higher among discontinuer periods (hr: 1.37; 95%ci: 0.81-2.30) than among non-users. Current use of clopidogrel was associated with decreased mortality in this population (hr: 0.49; 95%ci: 0.28-0.86). Asa therapy for secondary prevention should continue after ugib because the risk of death tends to increase when asa is stopped. However, a significantly increased risk was not found in these patients, likely owing to the relatively small number of asa users and deaths that occurred during follow-up. Further studies with larger samples sizes are needed to confirm these findings among ugib survivors taking asa at the time of ugib. Copyright © 2016 john wiley & sons, ltd.","27921360"
"1103","Anna","YES","Mcmahon Aw;Wharton Gt;Thornton P;De Leon Dd","2017","Octreotide use and safety in infants with hyperinsulinism.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4144","Octreotide is a synthetic peptide analog of naturally occurring somatostatin. Octreotide is used off-label in children <6 years of age for hyperinsulinism, chylothorax, and gastrointestinal bleeding. There is a lack of controlled data on efficacy or potential adverse events from this off-label use. Three pediatric hospitals participated in this study. Patients were hospitalized january 2007-december 2010 and administered octreotide for congenital hyperinsulinism (chi) at least 1 day. Variables assessed included octreotide dosage, patient demographics, medical interventions, concomitant medicines, serious adverse events (saes) including necrotizing enterocolitis (nec), and mortality. The 103 patient sample had a median gestational age of 38 weeks. During the study period, two patients died: one from nec and the other from cardiomyopathy/sepsis. There were 11 other saes in the 101 surviving patients. This study highlights potential risks in administering octreotide off-label. This study, like several other published studies, has highlighted nec in a full-term infant treated with octreotide. It is important to study the efficacy and the safety of octreotide for hyperinsulinism. In the interim, it might be prudent to prescribe octreotide in chi neonates only in the absence of other risk factors for nec. Copyright © 2016 john wiley & sons, ltd.","27910218"
"1104","Anna","YES","Cortaredona S;Pambrun E;Verdoux H;Verger P","2017","Comparison of pharmacy-based and diagnosis-based comorbidity measures from medical administrative data.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4146","Health status is sometimes quantified by chronic condition (cc) scores calculated from medical administrative data. We sought to modify two pharmacy-based comorbidity measures and compare their performance in predicting hospitalization and/or death. The reference was a diagnosis-based score. One of the two measures applied an updated approach linking specific atc codes of dispensed drugs to 22 ccs; the other used a list of 37 drug categories, without linking them to specific ccs. Using logistic regressions that took repeated measures into account and hospitalization and/or death the following year as the outcome, we assigned weights to each cc/drug category. Comorbidity scores were calculated as the weighted sum of the 22 ccs/37 drug categories. We compared the performance of both measures in predicting hospitalization and/or death with that of a diagnosis-based score based on 30 groups of long-term illnesses (ltis), a status granted in france to exempt beneficiaries with chronic diseases from copayments. We assessed the predictive performance of the scores with the quasi-likelihood under the independence model criterion (qic), the c statistic and the brier score. The two pharmacy-based scores performed better than the lti score, with lower qic and brier scores and higher c statistics. Their predictive performance was very similar. While there is no clear consensus or recommendations about the optimal choice of comorbidity measure, both pharmacy-based scores may be useful for limiting confounding in observational studies among general populations of adults from health insurance databases. Copyright © 2016 john wiley & sons, ltd.","27910177"
"1105","Anna","YES","Huang Wt;Chen Rt;Hsu Yc;Glasser Jw;Rhodes Ph","2017","Vaccination and unexplained sudden death risk in taiwanese infants.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4141","In march 1992, eight infants who had died within 36 hours of receiving whole-cell pertussis vaccine (diphtheria, tetanus, and whole-cell pertussis [dtwp]) prompted the taiwan health authorities to suspend its use. We conducted an investigation of vaccination and sudden unexplained infant death (suid) and repeated it more recently after taiwan switched to acellular pertussis vaccine (diphtheria, tetanus, and acellular pertussis [dtap]) in 2010. All suids aged 31-364 days during 1990-1992 and 1996-2013 were selected from the death registration databases. The case-control investigation matched each case to two controls on clinic, sex, and birth date, whereas the follow-up self-controlled case series study compared risk of death during the 30-day post-vaccination risk periods with those in the control periods within the same case. Sudden unexplained infant death was associated with never receiving dtwp (odds ratio 2.28, 95% confidence interval 1.25-4.15) in the case-control investigation. The odds ratios within 0-1, 2-7, 8-14, and 15-30 days of dtwp administration were 1.18, 0.26, 0.50, and 0.77. In the 1996-2013 self-controlled case series studies, this temporal shift between dtwp and suid was consistently observed for female (incidence rate ratio 1.70, 0.75, 1.01, and 0.84) but not male or dtap recipients. A pooled analysis showed significant risk within 2 days of receiving dtwp in female infants (incidence rate ratio 1.66, 95% confidence interval 1.05-2.60). Being unvaccinated and recent receipt of dtwp in female infants was significantly associated with suid; the latter was consistent with a temporal shift pattern without overall increase in risk. The currently used pertussis vaccine, dtap, did not increase risk of suid. Copyright © 2016 john wiley & sons, ltd.","27891698"
"1106","Anna","YES","Pottegård A;Hallas J","2017","New use of prescription drugs prior to a cancer diagnosis.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4145","Cancers often have considerable induction periods. This confers a risk of reverse causation bias in studies of cancer risk associated with drug use, as early symptoms of a yet undiagnosed cancer might lead to drug treatment in the period leading up to the diagnosis. This bias can be alleviated by disregarding exposure for some time before the cancer diagnosis (lag time). We aimed at assessing the duration of lag time needed to avoid reverse causation bias. We identified all danish patients with incident cancer between 2000 and 2012 (n = 353 087). Incident use of prescription drugs was assessed prior to their cancer diagnosis as well as among population controls (n = 1 402 400). Analyses were conducted for all cancers and for breast, lung, colon and prostate cancer individually. Further, analyses were performed for a composite measure of all incident drug use as well as for nine pre-specified individual drug classes, representing drug treatment likely to be prescribed for symptoms of the given cancers. The incidence rate for new drug treatment among cancer cases was stable around 130 per 1000 persons per month until 6 months prior to cancer diagnosis where it increased gradually and peaked at 434 in the month immediately preceding the cancer diagnosis. Considerable variation was observed among cancers, for example, breast cancer showed almost no such effect. The pre-selected drug classes showed a stronger increase prior to cancer diagnoses than drugs overall. Incident use of drugs increases in the months prior to a cancer diagnosis. To avoid reverse causation, 6 months' lag time would be sufficient for most drug-cancer associations. © 2016 the authors. Pharmacoepidemiology and drug safety published by john wiley & sons ltd.","27889931"
"1109","Anna","YES","Sagwa El;Souverein Pc;Ribeiro I;Leufkens Hg;Mantel-Teeuwisse Ak","2017","Differences in vigibase® reporting of aminoglycoside and capreomycin-suspected ototoxicity during tuberculosis treatment.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4125","To evaluate the association between the use of streptomycin, amikacin, kanamycin and capreomycin in tuberculosis (tb) treatment and the pharmacovigilance reporting of ototoxicity (deafness or hearing loss, tinnitus and vertigo). Second, to analyze patient demographic and geographic factors that influence the reporting of ototoxicity in tb treatment. A case/non-case disproportionality analysis of the vigibase® individual case safety reports (icsrs) of patients treated for tb using multidrug regimens that contain either of streptomycin, amikacin, kanamycin or capreomycin. Cases were reports of ototoxicity; non-cases were other adverse drug reactions (adrs). The unit of analysis was the drug-adr pair. We calculated reporting odds ratios (rors) and their 95% confidence intervals (ci). The referent drug was streptomycin. By june 2014, there were 3361 drug-adr pairs in vigibase® (1693 icsrs) where the parenteral administration of the four drugs for tb treatment was suspected of causing the reported adrs. Deafness, tinnitus and vertigo were reported in 576 drug-adr pairs (cases), the rest being other adrs (non-cases). Reporting of deafness was most disproportionately associated with amikacin use (ror 9.3; 95%ci 3.8-23.0), followed by kanamycin use (ror 4.3; 95%ci 1.3-14.2). Reporting of vertigo was inversely associated with capreomycin use (ror 0.1; 95%ci 0.01-0.4). Geographic region affected the reporting of ototoxicity while age and sex did not. Spontaneous reporting of deafness cases within vigibase® was most disproportionately associated with amikacin use, followed by kanamycin. There were regional variations in the global reporting of ototoxicity. These findings should be verified through a follow up study. Copyright © 2016 john wiley & sons, ltd.","27868278"
"1113","Anna","YES","Hansen Rn;Walker Rl;Shortreed Sm;Dublin S;Saunders K;Ludman Ej;Von Korff M","2017","Impact of an opioid risk reduction initiative on motor vehicle crash risk among chronic opioid therapy patients.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4130","Although prescription opioids have been associated with higher motor vehicle crash (mvc) risk, it is unknown whether health system initiatives to better manage chronic opioid therapy (cot) can reduce mvc risk at the population level. We conducted an interrupted time series population-level cohort study at group health (gh), between january 2006 and september 2014, comparing mvc risk among cot patients who were gh members receiving care in either group practice or contracted care settings. Group practice cot risk reduction initiatives were implemented in two phases: (1) altered prescribing expectations and (2) multifaceted initiatives. These initiatives did not exist in the contracted care network. We compared the adjusted quarterly rate of mvc between group practice and contracted care patients over time using a modified poisson regression model for a binary outcome. A total of 32 691 cot patients (27.4% from contracted care) met eligibility criteria and experienced a total of 1956 mvcs during study follow-up (mean, 8.1 quarters per person), of which 810 were serious injury crashes. Crash rates were not significantly different between the patient groups within any of the time periods. Analyses stratified by concurrent prescription of a sedative hypnotic or benzodiazepine found no significant difference between the group practice and contracted care patients. There was a modest elevation of mvc risk for high-dose patients relative to former cot patients who stopped receiving opioids. The risk of mvc was not mitigated in a large cohort of cot patients exposed to a health plan policy initiative that substantially lowered mean opioid dose. Copyright © 2016 john wiley & sons, ltd.","27862597"
"1114","Anna","YES","Lin Ys;Jan Is;Cheng Sh","2017","Comparative analysis of the cost and effectiveness of generic and brand-name antibiotics: the case of uncomplicated urinary tract infection.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4122","Generic medications used for chronic diseases are beneficial in containing healthcare costs and improving drug accessibility. However, the effects of generic drugs in acute and severe illness remain controversial. This study aims to investigate treatment costs and outcomes of generic antibiotics prescribed for adults with a urinary tract infection in outpatient settings. The data source was the longitudinal health insurance database of taiwan. We included outpatients aged 20 years and above with a urinary tract infection who required one oral antibiotic for which brand-name and generic products were simultaneously available. Drug cost and overall healthcare expense of the index consultation, healthcare cost during a 42-day follow-up period, and treatment failure rates were the main dependent variables. Data were compared between brand-name and generic users from the entire cohort and a propensity score-matched samples. Results from the entire cohort and propensity score-matched samples were similar. Daily antibiotic cost was significantly lower among generic users than brand-name users. Significant lower total drug claims of the index consultation only existed in patients receiving the investigated antibiotics, while the drug price between brand-name and generic versions were relatively large (e.g., >50%). The overall healthcare cost of the index consultation, healthcare expenditure during a 42-day follow-up period, and treatment failure rates were similar between the two groups. Compared with those treated with brand-name antibiotics, outpatients who received generic antibiotics had equivalent treatment outcomes with lower drug costs. Generic antibiotics are effective and worthy of adoption among outpatients with simple infections indicating oral antibiotic treatment. Copyright © 2016 john wiley & sons, ltd.","27862588"
"1117","Anna","YES","Harvey Ra;Hayden Jd;Kamble Ps;Bouchard Jr;Huang Jc","2017","A comparison of entropy balance and probability weighting methods to generalize observational cohorts to a population: a simulation and empirical example.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4121","We compared methods to control bias and confounding in observational studies including inverse probability weighting (ipw) and stabilized ipw (sipw). These methods often require iteration and post-calibration to achieve covariate balance. In comparison, entropy balance (eb) optimizes covariate balance a priori by calibrating weights using the target's moments as constraints. We measured covariate balance empirically and by simulation by using absolute standardized mean difference (asmd), absolute bias (ab), and root mean square error (rmse), investigating two scenarios: the size of the observed (exposed) cohort exceeds the target (unexposed) cohort and vice versa. The empirical application weighted a commercial health plan cohort to a nationally representative national health and nutrition examination survey target on the same covariates and compared average total health care cost estimates across methods. Entropy balance alone achieved balance (asmd ≤ 0.10) on all covariates in simulation and empirically. In simulation scenario i, eb achieved the lowest ab and rmse (13.64, 31.19) compared with ipw (263.05, 263.99) and sipw (319.91, 320.71). In scenario ii, eb outperformed ipw and sipw with smaller ab and rmse. In scenarios i and ii, eb achieved the lowest mean estimate difference from the simulated population outcome ($490.05, $487.62) compared with ipw and sipw, respectively. Empirically, only eb differed from the unweighted mean cost indicating ipw, and sipw weighting was ineffective. Entropy balance demonstrated the bias-variance tradeoff achieving higher estimate accuracy, yet lower estimate precision, compared with ipw methods. Eb weighting required no post-processing and effectively mitigated observed bias and confounding. Copyright © 2016 john wiley & sons, ltd.","27859943"
