Timestamp,PMID (from spreadsheet),DOI (from spreadsheet) ,Title,Could the article share programming code?,Publication Type PDS,Publication Aim,Is the analysis based on simulated data? ,Is this COVID-19 research? (is COVID-19 or SARS-CoV-2 in title or abstract?) ,Who was the funder? ,Is this industry funding?,Which database(s) were used (LEAVE BLANK)? ,Which country/ies does the database cover? (NA if not does not apply) ,What language or platform was used for the analyses? ,Author affiliation (check all that apply) ,Is code supporting the analysis or method linked or referenced in the manuscript or in supporting information? ,Is the published code accessible without further contacting authors? ,Where is code shared? ,What parts of the analysis pipeline are covered by the code?,Does the code include instructions for how to run it? ,Does the article contain synthetic data to enable code to be run by others? ,If there is synthetic data or it is a simulation study; does the code run? ,Does the code have a license?,"If yes, what is the license? ",Does the article specify preprinting?,Are underlying data shared?,Are codelists shared?,Did the article specify whether the research was pre-registered? ,Does the article specify following a certain reporting guideline? ,"If yes, what reporting guidelines"
8/15/2023 17:58:01,30232832,10.1002/pds.4663,"Comparative safety of NSAIDs for gastrointestinal events in Asia-Pacific populations: A multi-database, international cohort study","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Janssen,Yes,,"Australia, Hong Kong, Japan, Korea, Taiwan",SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/15/2023 18:00:32,30488571,10.1002/pds.4699,Validity of maternal recall of gestational age and weight at birth: Comparison of structured interview and medical records,"Yes, because it's an analysis of real or simulated data",Brief Report,Validation of codes/code algorithm,No,No,None,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/15/2023 18:03:26,33108674,10.1002/pds.5166,Effectiveness of risk minimisation measures for valproate: A drug utilisation study in Europe,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Multiple,Yes,,"France, Germany, Spain, Sweden, UK",SAS,Industry,No,,,,,,,,,No,No,At least one,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
8/15/2023 18:05:46,35505623,10.1002/pds.5447,A cross-sectional survey to evaluate prescribers' knowledge and understanding of safety messages following Dengvaxia® product information update,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Sanofi,Yes,,"Brazil, Thailand",None/Not Specified,Industry,No,,,,,,,,,No,No,Not applicable,No,No,
8/15/2023 18:07:59,35587029,10.1002/pds.5480,Risk of delirium associated with antimuscarinics in older adults: A case-time-control study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,New Zealand,R,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/15/2023 18:10:14,29027301,10.1002/pds.4331,Challenges of post-authorization safety studies: Lessons learned and results of a French study of fentanyl buccal tablet,"Yes, because it's an analysis of real or simulated data",Review Articles,Review (narrative),No,No,"Cephalon, Inc.",Yes,,NA,None/Not Specified,Industry,No,,,,,,,,,No,No,Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
8/15/2023 18:13:25,33432654,10.1002/pds.5195,Detecting deviations from the efficacy and safety results of single-arm trials using real-world data: The case of a CAR-T cell therapy in B-cell lymphoma,"Yes, because it's an analysis of real or simulated data",Original Article,"Clinical, Methodological",Partially,No,Novo Nordisk,Yes,,NA,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/15/2023 18:15:19,29851174,10.1002/pds.4560,Association between dipeptidyl peptidase-4 inhibitors and urinary tract infection in elderly patients: A retrospective cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Japan Society for the Promotion ,No,,Japan,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/15/2023 18:18:06,31737976,10.1002/pds.4923,Usability of encounter data for Medicaid comprehensive managed care vs traditional Medicaid fee-for-service claims among pregnant women,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,None,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/15/2023 18:20:29,28052483,10.1002/pds.4149,Natural language processing to ascertain two key variables from operative reports in ophthalmology,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,National Eye Institute,No,,US,SAS,"Academic, Third sector",No,,,,,,,,,No,No,Not applicable,No,Not applicable,
8/15/2023 18:23:51,32492755,10.1002/pds.5035,"Prevalence trends and individual patterns of antiepileptic drug use in pregnancy 2006-2016: A study in the five Nordic countries, United States, and Australia","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,NordForsk,No,,"Denmark, Finland, Iceland, Norway, Sweden, Australia, US",None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/15/2023 18:25:49,27859947,10.1002/pds.4135,Long-term use of proton pump inhibitors and prevalence of disease- and drug-related reasons for gastroprotection—a cross-sectional population-based study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Swedish Research Council ,No,,Sweden,SPSS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/15/2023 18:29:29,31020755,10.1002/pds.4772,Identifying and classifying opioid-related overdoses: A validation study,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Member Companies of the Opioid PMR Consortium,Yes,,US,None/Not Specified,"Industry, Academic, Third sector",No,,,,,,,,,No,No,At least one,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
8/15/2023 18:32:26,28120552,10.1002/pds.4165,Quantification of missing prescriptions in commercial claims databases: results of a cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Janssen,Yes,,US,Stata,Industry,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 8:58:42,29896933,10.1002/pds.4575,Anticholinergic and sedative medications and the risk of vertigo or dizziness in the German primary care setting—A matched case-control study from the CONTENT registry,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,German Federal Ministry of Education and Research,No,,German,R,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 9:00:59,33629363,10.1002/pds.5213,Accuracy of Japanese claims data in identifying diabetes-related complications,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,"Japan Society for the Promotion of Science; Ministry of Health, Labour and Welfare",No,,Japan,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 9:03:32,35049110,10.1002/pds.5408,The impact of regulatory restrictions on pregabalin use in Saudi Arabia: An interrupted time series analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Saudi Arabia,R,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",No,No,No,
8/16/2023 9:06:30,34623723,10.1002/pds.5368,Multimorbidity measures from health administrative data using ICD system codes: A systematic review,"Yes, because it's an analysis of real or simulated data",Original Article,Review (narrative),No,No,Quebec National Institute of Public Health,No,,NA,None/Not Specified,"Academic, Government",No,,,,,,,,,No,No,Not applicable,No,Yes,PRISMA
8/16/2023 9:09:02,34985178,10.1002/pds.5406,Evolving channeling in prescribing SGLT-2 inhibitors as first-line treatment for type 2 diabetes,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,NIH,No,,US,"R, Aetion",Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 9:12:04,31392844,10.1002/pds.4857,Comparison of text processing methods in social media–based signal detection,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,Global,None/Not Specified,Industry,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 9:18:08,34145696,10.1002/pds.5309,"Development and evaluation of a proxy for baseline ECOG PS in advanced non-small cell lung cancer, bladder cancer, and melanoma: An electronic health record study","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Genentech,Yes,,US,R,"Industry, Academic",No,,,,,,,,,No,No,No,No,No,
8/16/2023 9:20:31,31342605,10.1002/pds.4862,Health products’ and substance use among pregnant women visiting a tertiary hospital in Belgium: A cross-sectional study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No, Faculty of Pharmaceutical Sciences and the Academic Foundation Leuven,No,,Belgium,SPSS,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 9:26:16,32964569,10.1002/pds.5140,Impact of a nationwide prospective drug utilization review program to improve prescribing safety of potentially inappropriate medications in older adults: An interrupted time series with segmented regression analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Seoul Pharmaceutical Association,Yes,,Korea,Stata,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 9:28:50,29862608,10.1002/pds.4566,Agreement between asthma questionnaire and health care register data,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Swedish Research Council,No,,Sweden,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 9:30:59,34529312,10.1002/pds.5358,Evaluating the association between antidepressant dose trajectories and treatment augmentation in pediatric depression,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 9:33:26,34180569,10.1002/pds.5318,Bipolar disorder prevalence and psychotropic medication utilisation in Hong Kong and the United Kingdom,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No, Biomedical Research Centre; University College London; Wellcome Trust; University of Hong Kong,No,,"UK, China","R, SAS",Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 9:35:52,35084792,10.1002/pds.5409,Management of epilepsy in Lebanon: Medication reviews and drug-related problems,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,Lebanon,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 9:39:52,35460142,10.1002/pds.5443,"International trends in prescription opioid sales among developed and developing economies, and the impact of the COVID-19 pandemic: A cross-sectional analysis of 66 countries","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,Yes,None,No,,Global,None/Not Specified,"Academic, Third sector",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",No,No,No,
8/16/2023 9:42:22,33797822,10.1002/pds.5239,Opioid prescribing and risks among commercially insured women undergoing pelvic organ prolapse repair,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,Yes,STROBE
8/16/2023 9:45:20,34859532,10.1002/pds.5389,High-risk opioid analgesic dispensing to adolescents 12–18 years old in South Carolina: 2010–2017,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,CDC/NIH,No,,US,SAS,"Academic, Third sector",No,,,,,,,,,No,No,No,No,No,
8/16/2023 10:03:24,31131965,10.1002/pds.4767,A tool for empirical equipoise assessment in multigroup comparative effectiveness research,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,Partially,No, Harvard T.H. Chan School of Public Health,No,,US,R,Academic,Yes,Yes,Github,"Creation of analytical files (select study population and create variables), Statistical analysis","Yes, there is a README with instructions",No,Flag (investigate later due to software access),No,,No,"No, but synthetic data is made available",No,No,No,
8/16/2023 10:07:04,28952198,10.1002/pds.4319,Thrombotic risk minimization for Diane-35 and generics,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Netherlands,None/Not Specified,Industry,No,,,,,,,,,No,No,No,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
8/16/2023 10:10:42,28758284,10.1002/pds.4279,New oral anticoagulant prescription rate and risk of bleeding in an Italian region,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Italy,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 10:13:56,32860317,10.1002/pds.5109,"Outcome misclassification: Impact, usual practice in pharmacoepidemiology database studies and an online aid to correct biased estimates of risk ratio or cumulative incidence","Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,ISPE,No,,NA,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,Not applicable to this type of analysis,Not applicable,No,No,
8/16/2023 10:16:05,29797381,10.1002/pds.4446,Characteristics of drugs safety signals that predict safety related product information update,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Global,Stata,"Academic, Government",No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 10:31:41,33156565,10.1002/pds.5170,"The evolution of anti-emetic prescriptions in primary care, between 2006 and 2016","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,France,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 10:40:49,32463156,10.1002/pds.5008,Rapid monitoring of health services utilization following a shift in coverage from brand name to biosimilar drugs in British Columbia—An interim report,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Ministry of Health,No,,Canada,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 11:00:02,29488288,10.1002/pds.4415,Changes in consumption of opioid analgesics in Israel 2009 to 2016: An update focusing on oxycodone and fentanyl formulations,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,Israel,None/Not Specified,"Academic, Government",No,,,,,,,,,No,No,No,No,No,
8/16/2023 11:03:49,31144403,10.1002/pds.4783,Assessment of ICD-10-CM code assignment validity for case finding of outpatient anticoagulant-related bleeding among Medicare beneficiaries,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,CDC,No,,US,SAS,"Industry, Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 11:06:48,33733533,10.1002/pds.5232,Greedy caliper propensity score matching can yield variable estimates of the treatment-outcome association—A simulation study,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,Partially,,None,No,,Sweden,R,Academic,Yes,No,On request,Unclear,No,No,Unclear,Not possible to assess,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,No,No,
8/16/2023 11:07:55,29285840,10.1002/pds.4372,Methods for time-varying exposure related problems in pharmacoepidemiology: An overview,No,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023 11:11:50,33583126,10.1002/pds.5205,Statins and risk of diverticular disease: Nested case–control study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Aarhus University and by a grant from the Novo Nordisk Foundation,Yes,,Denmark,SAS,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 11:15:06,35124852,10.1002/pds.5415,Drug interactions in hospital prescriptions in Denmark: Prevalence and associations with adverse outcomes,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Novo Nordisk Foundation ,Yes,,Denmark,"R, Python",Academic,Yes,No,On request,Unclear,No,No,Not applicable,No,,No,No,At least one,No,Yes,STROBE
8/16/2023 11:17:32,29862602,10.1002/pds.4564,Methodologic limitations of prescription opioid safety research and recommendations for improving the evidence base,"Yes, because it's an analysis of real or simulated data",Review Articles,Review (systematic with or without meta-analysis),No,No,None,No,,NA,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 11:18:09,28544284,10.1002/pds.4233,"The national healthcare system claims databases in France, SNIIRAM and EGB: Powerful tools for pharmacoepidemiology",No,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023 11:20:41,33219593,10.1002/pds.5175,Inflammatory bowel disease patients provide reliable self-reported medical information: A multicentre prospective pharmacovigilance monitoring system,"Yes, because it's an analysis of real or simulated data",Brief Report,Validation of codes/code algorithm,No,No,Netherlands Organization for Health Research and Developmen,No,,Netherlands,SPSS,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 11:23:26,28895247,10.1002/pds.4301,The prevalence of pain and analgesia use in the Australian population: Findings from the 2011 to 2012 Australian National Health Survey,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Local Government Association of Tasmania,No,,Australian,Stata,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 11:26:05,31854053,10.1002/pds.4933,Mapping from the International Classification of Diseases (ICD) 9th to 10th Revision for Research in Biologics and Biosimilars Using Administrative Healthcare Data,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Biologics and Biosimilars Collective Intelligence Consortium,No,,US,SAS,"Academic, Third sector",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 11:32:23,35366030,10.1002/pds.5434,A risk classification model for prioritising the management of quality issues relating to substandard medicines in Singapore,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Singapore,"R, Stata",Government,Yes,Yes,Github,Web application,No,Not applicable,Not applicable,No,,No,No,No,No,No,
8/16/2023 11:35:44,32558177,10.1002/pds.5032,Spillover effects of state medicaid antipsychotic prior authorization policies in US commercially insured youth,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 11:38:48,28083980,10.1002/pds.4166,Increased availability of paracetamol in Sweden and incidence of paracetamol poisoning: using laboratory data to increase validity of a population-based registry study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Medical Products Agency,No,,Sweden,"R, SAS","Academic, Regulatory",No,,,,,,,,,No,No,At least one,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
8/16/2023 11:41:17,31328328,10.1002/pds.4794,Identifying pregnancies in insurance claims data: Methods and application to retinoid teratogenic surveillance,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Canadian Institutes for Health Research ,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 11:43:36,33675260,10.1002/pds.5223,Use of preventive drugs during the last year of life in older adults with cancer or chronic progressive diseases,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Lombardy region,No,,Italy,SAS,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 11:46:25,33899311,10.1002/pds.5256,Validation of an electronic algorithm for Hodgkin and non-Hodgkin lymphoma in ICD-10-CM,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,"National Center for Advancing Translational Sciences, FDA",No,,US,"SAS, Sentinel Cohort Identification and Descriptive Analysis (CIDA) Module","Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 11:48:56,34302707,10.1002/pds.5334,"Increasing rates of buprenorphine diversion in the United States, 2002 to 2019","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Denver Health and Hospital Authority,No,,US,SAS,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 11:58:09,30790376,10.1002/pds.4755,Anticipating the effects of restricting high-dose preparations of strong opioids in Australia: A population-based analysis to inform the current policy debate,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Australian National Health and Medical Research Council ,No,,Australia,"Stata, SAS",Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 12:03:32,30515908,10.1002/pds.4693,Comparing external and internal validation methods in correcting outcome misclassification bias in logistic regression: A simulation study and application to the case of postsurgical venous thromboembolism following total hip and knee arthroplasty,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,Partially,No,Canadian Institutes of Health Research,No,,Canada,"R, SAS, JAGs",Academic,Yes,Yes,Supplementary materials (doc or pdf),Illustrative or partial code (code snippet),Yes in comments,No,Not applicable,No,,No,No,No,No,No,
8/16/2023 12:05:40,31389118,10.1002/pds.4866,"NSAID use among residents in 68 residential aged care facilities 2014 to 2017: An analysis of duration, concomitant medication use, and high-risk conditions","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Australian Research Council Linkage,No,,Australia,"Stata, SAS",Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
8/16/2023 13:08:24,29740912,10.1002/pds.4554,Antidepressant and antipsychotic medication errors reported to United States poison control centers,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,SPSS,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 13:10:56,30411819,10.1002/pds.4687,"Understanding multi-pill ingestion of prescription opioids: Prevalence, characteristics, and motivation","Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,"Researched Abuse, Diversion and Addiction-Related Surveillance",No,,US,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 13:19:33,30993808,10.1002/pds.4765,Limitations for health research with restricted data collection from UK primary care,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,None,No,,NA,None/Not Specified,Regulatory,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 13:25:38,34396634,10.1002/pds.5346,Drug exposure misclassification in pharmacoepidemiology: Sources and relative impact,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,Leids Universitair Medisch Centrum,No,,Netherlands,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 13:34:09,31418512,10.1002/pds.4872,Individual short-acting opioids and the risk of opioid-related adverse events in adolescents,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,National Institute for Child Health and Human Development,No,,US,SAS,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 13:41:28,34227170,10.1002/pds.5323,Differential frequency in imaging-based outcome measurement: Bias in real-world oncology comparative-effectiveness studies,"Yes, because it's an analysis of real or simulated data",Original Article,"Clinical, Methodological",Partially,No,Flatiron Health,Yes,,US,R,"Industry, Academic",Yes,Yes,Supplementary materials (doc or pdf),Statistical analysis,Yes in comments,Yes,Flag (investigate later due to software access),No,,No,"No, but synthetic data is made available",No,No,No,
8/16/2023 13:43:59,28397412,10.1002/pds.4212,"Prevalence, incidence, indication, and choice of antidepressants in patients with and without chronic kidney disease: a matched cohort study in UK Clinical Practice Research Datalink","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,UK,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 13:53:40,28295821,10.1002/pds.4188,Economic impact of medication error: a systematic review,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,None,No,,Global,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",Yes,PRISMA
8/16/2023 13:55:40,32458499,10.1002/pds.5025,Real-world data in Saudi Arabia: Current situation and challenges for regulatory decision-making,No,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023 13:56:21,33372303,10.1002/pds.5189,Measured and accounted-for confounding in pharmacoepidemiologic studies: Some thoughts for practitioners,No,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023 15:02:22,36029480,10.1002/pds.5535,Glucosamine and lower mortality and cancer incidence: Selection bias in the observational studies,"Yes, because it's an analysis of real or simulated data",Original Article,"Clinical, Methodological, Review (narrative)",No,No,None,No,,NA,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 15:05:10,35560969,10.1002/pds.5451,The acute effects of azithromycin use on cardiovascular mortality as compared with amoxicillin–clavulanate in US Veterans,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Pfizer,Yes,,US,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 15:07:56,30719785,10.1002/pds.4711,Validating an algorithm for multiple myeloma based on administrative data using a SEER tumor registry and medical record review,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,,Celgene Corporation,Yes,,US,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 15:12:07,29383858,10.1002/pds.4395,Generalized boosted modeling to identify subgroups where effect of dabigatran versus warfarin may differ: An observational cohort study of patients with atrial fibrillation,"Yes, because it's an analysis of real or simulated data",,Methodological,No,No,Agency for Healthcare Research and Quality.,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 15:16:06,33534188,10.1002/pds.5202,Trends in Erythropoiesis-stimulating agent use and blood transfusions for chemotherapy-induced anemia throughout FDA's risk evaluation and mitigation strategy lifecycle,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,FDA,No,,US,None/Not Specified,"Industry, Academic, Regulatory",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 15:22:58,33715291,10.1002/pds.5228,Effect of concomitant antiplatelet therapy on ischemic and hemorrhagic events in patients taking oral anticoagulants for nonvalvular atrial fibrillation in daily clinical practice,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Bristol-Myers Squibb,Yes,,Japan,SAS,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",No,No,No,
8/16/2023 15:58:12,32790031,10.1002/pds.5073,"FDA postmarketing safety labeling changes: What have we learned since 2010 about impacts on prescribing rates, drug utilization, and treatment outcomes","Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,FDA,No,,NA,None/Not Specified,"Academic, Regulatory",No,,,,,,,,,,No,Not applicable,No,No,
8/16/2023 16:01:01,34894377,10.1002/pds.5396,Use of negative control outcomes to assess the comparability of patients initiating lipid-lowering therapies,"Yes, because it's an analysis of real or simulated data",Original Article,"Clinical, Methodological",No,No,Amgen,Yes,,US,R,"Industry, Academic",Yes,No,On request,Unclear,No,No,Not applicable,No,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
8/16/2023 16:03:39,32909348,10.1002/pds.5126,Validation of algorithms to estimate gestational age at birth in the Medicaid Analytic eXtract—Quantifying the misclassification of maternal drug exposure during pregnancy,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,None,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 16:08:52,32844498,10.1002/pds.5096,Identifying opioid dose reductions and discontinuation among patients with chronic opioid therapy,"Yes, because it's an analysis of real or simulated data",Brief Report,Validation of codes/code algorithm,No,No,CDC,No,,US,SAS,"Industry, Academic",No,,,,,,,,,No,No,No,No,No,
8/16/2023 16:13:27,33098321,10.1002/pds.5158,Antidepressant use in Australia and Sweden—A cross-country comparison,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,"Australia, Sweden",None/Not Specified,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,No,No,
8/16/2023 16:17:05,31062443,10.1002/pds.4788,Change in risk for narcolepsy over time and impact of definition of onset date following vaccination with AS03 adjuvanted pandemic A/H1N1 influenza vaccine (Pandemrix) during the 2009 H1N1 influenza pandemic,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Swedish Government,No,,Sweden,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 16:19:56,34676940,10.1002/pds.5374,Effect of regulatory interventions on agomelatine use in Spain: A multiple intervention time-series analysis in a nationwide electronic healthcare record database,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Spanish Agency on Medicines and Medical Devices,No,,Spain,"R, Joinpoint",Regulatory,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 16:23:04,34817916,10.1002/pds.5388,"Association between antidepressant use in pregnancy and gestational diabetes mellitus: Results from the Norwegian Mother, Father and Child Cohort Study","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"European Research Council, Norges Forskningsråd",No,,Norway,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 16:26:28,28466973,10.1002/pds.4216,Refining estimates of prescription durations by using observed covariates in pharmacoepidemiological databases: an application of the reverse waiting time distribution,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,Denmark,Stata,Academic,Yes,Yes,Published package (CRAN or ssc),Methodology (package or function),"Yes, this is a published package with documentation",No,Not applicable,Yes,GLP v3,No,No,At least one,No,No,
